날짜,포트폴리오 이름,캠페인 유형,캠페인 이름,리테일러,국가,상태,통화,예산,타겟팅 유형,입찰 전략,광고 노출 수,작년 광고 노출 수,클릭수,작년 클릭 수,CTR(클릭률),지출,작년 지출,클릭당 비용(CPC),작년 클릭당 비용(CPC),7일 총 주문(건수),"총 판매 광고 비용(ACOS) ",총 광고 수익률(ROAS),"7일 총 판매 "
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12382,,121,,0.9769999999999999%,$97.28,,$0.8039669,$0.0,7,124.878%,0.8,$77.9
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,28173,,90,,0.319%,$73.53,,$0.8170000000000001,$0.0,14,30.409000000000002%,3.29,$241.8
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10381,,50,,0.482%,$79.48,,$1.5896000000000001,$0.0,7,95.99%,1.04,$82.8
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1293,,21,,1.624%,$15.52,,$0.7390475999999999,$0.0,10,8.472%,11.8,$183.2
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5428,,114,,2.1%,$36.98,,$0.324386,$0.0,4,78.514%,1.27,$47.1
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,31510,,123,,0.38999999999999996%,$112.53,,$0.914878,$0.0,11,57.619%,1.74,$195.3
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10646,,53,,0.498%,$83.01,,$1.5662264,$0.0,8,103.375%,0.97,$80.3
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8346,,109,,1.306%,$98.95,,$0.9077982,$0.0,19,40.207%,2.49,$246.1
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6576,,132,,2.007%,$48.14,,$0.36469700000000005,$0.0,9,38.176%,2.62,$126.1
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1498,,18,,1.202%,$13.65,,$0.7583333,$0.0,3,24.074%,4.15,$56.7
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11020,,149,,1.352%,$146.64,,$0.9841611,$0.0,8,167.20600000000002%,0.6,$87.7
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5747,,78,,1.357%,$40.96,,$0.5251281999999999,$0.0,17,19.494%,5.13,$210.12
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1297,,25,,1.928%,$23.3,,$0.932,$0.0,7,15.975%,6.26,$145.85
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10510,,73,,0.695%,$108.67,,$1.4886301,$0.0,14,72.062%,1.39,$150.8
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,24805,,90,,0.363%,$91.76,,$1.0195556000000001,$0.0,9,57.476000000000006%,1.74,$159.65
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,26017,,97,,0.373%,$88.44,,$0.9117525999999999,$0.0,10,44.565%,2.24,$198.45
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1018,,7,,0.688%,$6.14,,$0.8771429000000001,$0.0,2,16.243%,6.16,$37.8
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13126,,156,,1.188%,$140.12,,$0.8982051,$0.0,20,59.423%,1.68,$235.8
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,9498,,62,,0.653%,$87.18,,$1.406129,$0.0,12,53.48500000000001%,1.87,$163.0
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4658,,57,,1.224%,$29.02,,$0.5091228,$0.0,12,16.456%,6.08,$176.35
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4862,,49,,1.008%,$29.91,,$0.6104082,$0.0,3,62.312999999999995%,1.6,$48.0
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,8773,,47,,0.536%,$68.07,,$1.4482979,$0.0,11,43.495%,2.3,$156.5
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,27155,,88,,0.32399999999999995%,$93.06,,$1.0575,$0.0,6,81.27499999999999%,1.23,$114.5
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1739,,15,,0.8630000000000001%,$11.97,,$0.7979999999999999,$0.0,7,8.95%,11.17,$133.75
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13804,,149,,1.079%,$148.46,,$0.9963758,$0.0,21,45.09%,2.22,$329.25
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13016,,76,,0.584%,$113.87,,$1.4982894999999998,$0.0,12,46.725%,2.14,$243.7
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3731,,57,,1.528%,$35.15,,$0.6166667,$0.0,7,39.853%,2.51,$88.2
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5730,,44,,0.768%,$90.26,,$2.0513636,$0.0,7,120.992%,0.83,$74.6
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,5198,,101,,1.9429999999999998%,$155.78,,$1.5423761999999999,$0.0,5,208.541%,0.48,$74.7
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1701,,15,,0.882%,$45.05,,$3.0033333,$0.0,2,119.17999999999999%,0.84,$37.8
"Sep 17, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,6730,,106,,1.575%,$102.34,,$0.9654716999999999,$0.0,16,44.768%,2.23,$228.6
"Sep 17, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4006,,19,,0.47400000000000003%,$38.85,,$2.0447368,$0.0,1,205.55599999999998%,0.49,$18.9
"Sep 17, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2641,,34,,1.287%,$59.18,,$1.7405882,$0.0,3,175.608%,0.57,$33.7
"Sep 17, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4199,,59,,1.405%,$32.98,,$0.5589831000000001,$0.0,12,18.559%,5.39,$177.7
"Sep 17, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,18153,,69,,0.38%,$73.84,,$1.0701448999999998,$0.0,20,18.999%,5.26,$388.65
"Sep 18, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8904,,120,,1.348%,$103.68,,$0.8640000000000001,$0.0,10,67.02%,1.49,$154.7
"Sep 18, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2841,,15,,0.528%,$42.71,,$2.8473333000000003,$0.0,3,73.44800000000001%,1.36,$58.15
"Sep 18, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3497,,46,,1.315%,$29.62,,$0.643913,$0.0,4,46.941%,2.13,$63.1
"Sep 18, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2494,,27,,1.083%,$56.86,,$2.1059259,$0.0,0,0.0%,0.0,$0.0
"Sep 18, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13276,,72,,0.542%,$71.13,,$0.9879167,$0.0,15,26.088%,3.83,$272.65
"Sep 19, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3971,,80,,2.015%,$52.38,,$0.6547499999999999,$0.0,8,51.202000000000005%,1.95,$102.3
"Sep 19, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5915,,22,,0.372%,$35.27,,$1.6031818000000002,$0.0,1,186.614%,0.54,$18.9
"Sep 19, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,17282,,90,,0.521%,$80.52,,$0.8946666999999999,$0.0,9,49.384%,2.02,$163.05
"Sep 19, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3197,,24,,0.751%,$55.78,,$2.3241667,$0.0,6,89.39099999999999%,1.12,$62.4
"Sep 19, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11018,,130,,1.18%,$107.96,,$0.8304615,$0.0,8,94.952%,1.05,$113.7
"Sep 20, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$105.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8123,,100,,1.2309999999999999%,$88.42,,$0.8842,$0.0,10,62.355000000000004%,1.6,$141.8
"Sep 20, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2086,,32,,1.534%,$15.13,,$0.4728125,$0.0,2,72.74000000000001%,1.37,$20.8
"Sep 20, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$75.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8145,,40,,0.49100000000000005%,$37.98,,$0.9495,$0.0,4,40.19%,2.49,$94.5
"Sep 20, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$38.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,9923,,18,,0.181%,$36.87,,$2.0483333,$0.0,1,195.079%,0.51,$18.9
"Sep 20, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$57.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3798,,32,,0.843%,$52.89,,$1.6528125,$0.0,6,81.369%,1.23,$65.0
