Date,Portfolio name,Program Type,Campaign Name,Retailer,Country,Status,Currency,Budget Amount,Targeting Type,Bidding strategy,Impressions,Last Year Impressions,Clicks,Last Year Clicks,Click-Thru Rate (CTR),Spend,Last Year Spend,Cost Per Click (CPC),Last Year Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),"7 Day Total Sales "
"Jul 18, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,14504,,61,,0.42100000000000004%,$51.0,,$0.8360656,$0.0,8,35.003%,2.86,$145.7
"Jul 18, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,991,,17,,1.7149999999999999%,$39.66,,$2.3329412,$0.0,2,180.273%,0.55,$22.0
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_RICE_260713,Amazon,United States,PAUSED,USD,$50.0,Manual targeting,Dynamic bids - up and down,1291,,41,,3.1759999999999997%,$50.42,,$1.2297561000000001,$0.0,6,62.26199999999999%,1.61,$80.98
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,12719,,93,,0.731%,$100.77,,$1.0835484,$0.0,19,33.099000000000004%,3.02,$304.45
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,United States,ENABLED,USD,$85.0,Automatic targeting,Dynamic bids - up and down,59421,,226,,0.38%,$199.68,,$0.8835398000000001,$0.0,19,72.40299999999999%,1.38,$275.79
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,25356,,82,,0.32299999999999995%,$70.06,,$0.8543902,$0.0,10,40.217999999999996%,2.49,$174.2
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_CARROT_260713,Amazon,United States,PAUSED,USD,$30.0,Manual targeting,Dynamic bids - up and down,1184,,38,,3.209%,$30.17,,$0.7939474,$0.0,9,19.901%,5.02,$151.6
"Jul 19, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,1162,,17,,1.463%,$51.45,,$3.0264706,$0.0,2,246.17200000000003%,0.41,$20.9
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,75793,,126,,0.166%,$100.03,,$0.7938889,$0.0,15,46.203%,2.16,$216.5
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,14560,,120,,0.8240000000000001%,$122.34,,$1.0195,$0.0,22,33.575%,2.98,$364.38
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_CARROT_260713,Amazon,United States,PAUSED,USD,$30.0,Manual targeting,Dynamic bids - up and down,113,,4,,3.54%,$3.52,,$0.88,$0.0,2,10.292%,9.72,$34.2
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,1947,,76,,3.903%,$101.2,,$1.3315789,$0.0,19,51.483000000000004%,1.94,$196.57
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_RICE_260713,Amazon,United States,PAUSED,USD,$50.0,Manual targeting,Dynamic bids - up and down,215,,10,,4.651000000000001%,$9.78,,$0.978,$0.0,0,0.0%,0.0,$0.0
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,United States,ENABLED,USD,$85.0,Automatic targeting,Dynamic bids - up and down,67215,,271,,0.40299999999999997%,$230.08,,$0.8490036999999999,$0.0,28,69.399%,1.44,$331.53
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_CARROT_260713_V2,Amazon,United States,PAUSED,USD,$30.0,Manual targeting,Dynamic bids - up and down,11,,0,,0.0%,$0.0,,$0.0,$0.0,0,0.0%,0.0,$0.0
"Jul 20, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_RICE_260713_V2,Amazon,United States,PAUSED,USD,$50.0,Manual targeting,Dynamic bids - up and down,761,,18,,2.365%,$26.74,,$1.4855556,$0.0,3,68.918%,1.45,$38.8
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,1522,,51,,3.351%,$62.2,,$1.2196078,$0.0,11,52.414%,1.91,$118.67
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,12975,,116,,0.894%,$109.68,,$0.9455172000000001,$0.0,16,51.836000000000006%,1.93,$211.59
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,United States,ENABLED,USD,$85.0,Automatic targeting,Dynamic bids - up and down,100222,,293,,0.292%,$206.85,,$0.7059726999999999,$0.0,32,48.661%,2.06,$425.08
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_RICE_260713_V2,Amazon,United States,PAUSED,USD,$50.0,Manual targeting,Dynamic bids - up and down,1280,,26,,2.031%,$55.07,,$2.1180769,$0.0,2,198.094%,0.5,$27.8
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_CARROT_260713_V2,Amazon,United States,PAUSED,USD,$30.0,Manual targeting,Dynamic bids - up and down,1279,,32,,2.5020000000000002%,$16.16,,$0.505,$0.0,10,7.371999999999999%,13.56,$219.2
"Jul 21, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,118302,,120,,0.101%,$90.0,,$0.75,$0.0,23,22.971%,4.35,$391.8
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,166158,,138,,0.083%,$80.83,,$0.5857246,$0.0,20,24.143%,4.14,$334.8
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,9933,,103,,1.0370000000000001%,$100.31,,$0.9738835,$0.0,13,58.286%,1.72,$172.1
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,United States,ENABLED,USD,$85.0,Automatic targeting,Dynamic bids - up and down,97494,,284,,0.291%,$200.03,,$0.7043309999999999,$0.0,21,78.95100000000001%,1.27,$253.36
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,708,,40,,5.65%,$49.77,,$1.24425,$0.0,8,67.57600000000001%,1.48,$73.65
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_RICE_260713_V2,Amazon,United States,PAUSED,USD,$50.0,Manual targeting,Dynamic bids - up and down,4887,,77,,1.576%,$50.72,,$0.6587013,$0.0,9,43.879000000000005%,2.28,$115.59
"Jul 22, 2026",2026_Portfolio,Sponsored Products,SP_DEFENCE_CARROT_260713_V2,Amazon,United States,PAUSED,USD,$30.0,Manual targeting,Dynamic bids - up and down,1683,,34,,2.02%,$17.97,,$0.5285293999999999,$0.0,6,19.575%,5.11,$91.8
"Jul 23, 2026",2026_Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Scrub Foam_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,450,,38,,8.444%,$45.17,,$1.1886842,$0.0,6,77.93299999999999%,1.28,$57.96
"Jul 23, 2026",No Portfolio,Sponsored Products,SP_COMPETITOR_RICE_Starter Kit_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,3499,,45,,1.286%,$44.63,,$0.9917777999999999,$0.0,5,49.424%,2.02,$90.3
"Jul 23, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,United States,ENABLED,USD,$44.0,Automatic targeting,Dynamic bids - up and down,44632,,63,,0.14100000000000001%,$39.95,,$0.634127,$0.0,5,53.624%,1.86,$74.5
"Jul 23, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,United States,ENABLED,USD,$67.0,Manual targeting,Dynamic bids - up and down,2953,,24,,0.8130000000000001%,$10.24,,$0.4266667,$0.0,1,79.38%,1.26,$12.9
"Jul 23, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,United States,ENABLED,USD,$44.0,Manual targeting,Dynamic bids - up and down,8546,,197,,2.305%,$44.02,,$0.22345179999999998,$0.0,7,49.184%,2.03,$89.5
"Jul 23, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,United States,ENABLED,USD,$85.0,Automatic targeting,Dynamic bids - up and down,35298,,113,,0.32%,$78.03,,$0.690531,$0.0,19,31.503999999999998%,3.17,$247.68
