날짜,포트폴리오 이름,캠페인 유형,캠페인 이름,리테일러,국가,상태,통화,예산,타겟팅 유형,입찰 전략,광고 노출 수,작년 광고 노출 수,클릭수,작년 클릭 수,CTR(클릭률),지출,작년 지출,클릭당 비용(CPC),작년 클릭당 비용(CPC),7일 총 주문(건수),"총 판매 광고 비용(ACOS) ",총 광고 수익률(ROAS),"7일 총 판매 "
"Aug 23, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,25140,,105,,0.418%,$47.06,,$0.4481905,$0.0,31,8.715%,11.47,$540.0
"Aug 23, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6258,,143,,2.2849999999999997%,$32.26,,$0.22559439999999997,$0.0,14,18.917%,5.29,$170.53
"Aug 23, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5720,,54,,0.9440000000000001%,$48.47,,$0.8975926,$0.0,14,31.696%,3.15,$152.92
"Aug 23, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,20135,,157,,0.7799999999999999%,$70.23,,$0.4473248,$0.0,23,23.893%,4.19,$293.93
"Aug 24, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4534,,105,,2.316%,$26.88,,$0.256,$0.0,6,37.126999999999995%,2.69,$72.4
"Aug 24, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,10310,,57,,0.553%,$32.51,,$0.5703509,$0.0,14,13.828%,7.23,$235.1
"Aug 24, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1822,,32,,1.756%,$29.74,,$0.929375,$0.0,6,46.909%,2.13,$63.4
"Aug 24, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,10850,,123,,1.134%,$61.02,,$0.4960976,$0.0,11,46.122%,2.17,$132.3
"Aug 25, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,9862,,67,,0.679%,$34.71,,$0.5180597,$0.0,18,10.071%,9.93,$344.65
"Aug 25, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,6421,,71,,1.106%,$35.57,,$0.5009859,$0.0,12,23.155%,4.32,$153.62
"Aug 25, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1276,,21,,1.646%,$16.15,,$0.7690475999999999,$0.0,3,54.376999999999995%,1.84,$29.7
"Aug 25, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1406,,18,,1.28%,$10.07,,$0.5594444,$0.0,4,25.429000000000002%,3.93,$39.6
"Aug 26, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,4113,,59,,1.434%,$33.36,,$0.5654237,$0.0,13,20.291999999999998%,4.93,$164.4
"Aug 26, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,9543,,59,,0.618%,$35.06,,$0.5942373,$0.0,7,23.729%,4.21,$147.75
"Aug 26, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1338,,26,,1.9429999999999998%,$21.13,,$0.8126922999999999,$0.0,6,33.861999999999995%,2.95,$62.4
"Aug 26, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1697,,25,,1.473%,$12.89,,$0.5156000000000001,$0.0,10,9.637%,10.38,$133.75
"Aug 27, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,9353,,68,,0.7270000000000001%,$40.79,,$0.5998529,$0.0,16,13.501%,7.41,$302.12
"Aug 27, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1337,,26,,1.9449999999999998%,$23.15,,$0.8903846,$0.0,3,77.946%,1.28,$29.7
"Aug 27, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2103,,41,,1.95%,$21.84,,$0.5326829,$0.0,7,27.063%,3.7,$80.7
"Aug 27, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,5604,,104,,1.856%,$56.29,,$0.54125,$0.0,10,30.895%,3.24,$182.2
"Aug 28, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2116,,29,,1.371%,$13.46,,$0.4641379,$0.0,6,19.592000000000002%,5.1,$68.7
"Aug 28, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1478,,27,,1.8270000000000002%,$24.02,,$0.8896295999999999,$0.0,3,80.875%,1.24,$29.7
"Aug 28, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12400,,48,,0.387%,$30.02,,$0.6254167,$0.0,15,11.215%,8.92,$267.68
"Aug 28, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,4357,,59,,1.354%,$34.43,,$0.5835593,$0.0,15,19.573999999999998%,5.11,$175.9
"Aug 29, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,14011,,72,,0.514%,$48.74,,$0.6769444,$0.0,16,16.746%,5.97,$291.05
"Aug 29, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1832,,31,,1.6920000000000002%,$28.22,,$0.9103226,$0.0,3,95.017%,1.05,$29.7
"Aug 29, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2634,,37,,1.405%,$16.21,,$0.43810809999999994,$0.0,17,5.708%,17.52,$284.0
"Aug 29, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,6078,,98,,1.6119999999999999%,$53.7,,$0.5479592,$0.0,13,33.169%,3.01,$161.9
"Aug 30, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8354,,122,,1.46%,$64.35,,$0.527459,$0.0,22,20.512%,4.88,$313.72
"Aug 30, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3274,,63,,1.924%,$29.47,,$0.4677778,$0.0,14,13.435%,7.44,$219.35
"Aug 30, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1783,,20,,1.122%,$16.63,,$0.8315,$0.0,5,33.596%,2.98,$49.5
"Aug 30, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,15091,,77,,0.51%,$50.18,,$0.6516883,$0.0,22,12.272%,8.15,$408.9
"Aug 31, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,14304,,54,,0.378%,$32.55,,$0.6027778,$0.0,6,28.704%,3.48,$113.4
"Aug 31, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1851,,26,,1.405%,$20.29,,$0.7803846,$0.0,3,68.316%,1.46,$29.7
"Aug 31, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,7183,,113,,1.5730000000000002%,$59.28,,$0.5246018,$0.0,13,38.444%,2.6,$154.2
"Aug 31, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3022,,51,,1.688%,$24.26,,$0.4756863,$0.0,10,16.024%,6.24,$151.4
"Sep 01, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3164,,55,,1.738%,$25.87,,$0.4703636,$0.0,4,62.038000000000004%,1.61,$41.7
"Sep 01, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8230,,110,,1.337%,$53.02,,$0.48200000000000004,$0.0,10,42.382%,2.36,$125.1
"Sep 01, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1974,,30,,1.52%,$24.28,,$0.8093333,$0.0,8,30.657%,3.26,$79.2
"Sep 01, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,10813,,44,,0.407%,$28.6,,$0.65,$0.0,7,21.296%,4.7,$134.3
"Sep 01, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,793,,8,,1.009%,$6.45,,$0.80625,$0.0,2,17.063%,5.86,$37.8
"Sep 02, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4426,,25,,0.565%,$77.52,,$3.1008,$0.0,4,195.758%,0.51,$39.6
"Sep 02, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8639,,50,,0.579%,$86.17,,$1.7234,$0.0,4,174.081%,0.57,$49.5
"Sep 02, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12510,,38,,0.304%,$53.52,,$1.4084211,$0.0,5,56.635000000000005%,1.77,$94.5
"Sep 02, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,3998,,30,,0.75%,$42.16,,$1.4053333000000001,$0.0,3,74.356%,1.34,$56.7
"Sep 02, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6647,,49,,0.737%,$45.8,,$0.9346939000000001,$0.0,13,27.162%,3.68,$168.62
"Sep 03, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6759,,41,,0.607%,$82.33,,$2.0080488,$0.0,4,207.904%,0.48,$39.6
"Sep 03, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12408,,87,,0.701%,$93.18,,$1.0710345,$0.0,7,91.622%,1.09,$101.7
"Sep 03, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4781,,55,,1.15%,$42.83,,$0.7787273,$0.0,16,21.119%,4.73,$202.8
"Sep 03, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,7498,,58,,0.774%,$50.45,,$0.8698276,$0.0,8,33.366%,3.0,$151.2
"Sep 03, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1220,,14,,1.1480000000000001%,$13.39,,$0.9564286,$0.0,4,17.956%,5.57,$74.57
"Sep 04, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11576,,77,,0.6649999999999999%,$75.71,,$0.9832468,$0.0,7,91.327%,1.09,$82.9
"Sep 04, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1948,,13,,0.6669999999999999%,$9.68,,$0.7446154,$0.0,3,17.072000000000003%,5.86,$56.7
"Sep 04, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5358,,38,,0.709%,$66.52,,$1.7505263,$0.0,6,111.987%,0.89,$59.4
"Sep 04, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4723,,53,,1.122%,$30.94,,$0.5837736,$0.0,7,27.045%,3.7,$114.4
"Sep 04, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,9391,,67,,0.713%,$66.37,,$0.9905970000000001,$0.0,9,35.369%,2.83,$187.65
"Sep 05, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8542,,67,,0.784%,$76.1,,$1.1358209,$0.0,8,83.352%,1.2,$91.3
"Sep 05, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6712,,41,,0.611%,$59.82,,$1.4590244,$0.0,8,72.774%,1.37,$82.2
"Sep 05, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1111,,10,,0.8999999999999999%,$9.31,,$0.9309999999999999,$0.0,3,16.42%,6.09,$56.7
"Sep 05, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5065,,58,,1.145%,$39.4,,$0.6793103,$0.0,7,39.959%,2.5,$98.6
"Sep 05, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13807,,74,,0.536%,$64.37,,$0.8698649,$0.0,5,55.974000000000004%,1.79,$115.0
"Sep 06, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11280,,101,,0.895%,$89.1,,$0.8821782,$0.0,10,72.854%,1.37,$122.3
"Sep 06, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1962,,19,,0.968%,$19.85,,$1.0447368,$0.0,3,34.136%,2.93,$58.15
"Sep 06, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5641,,43,,0.762%,$58.92,,$1.3702326,$0.0,5,119.02999999999999%,0.84,$49.5
"Sep 06, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5384,,62,,1.1520000000000001%,$37.79,,$0.6095161,$0.0,20,13.530000000000001%,7.39,$279.3
"Sep 06, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,19958,,72,,0.361%,$64.26,,$0.8925,$0.0,6,59.777%,1.67,$107.5
"Sep 07, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5312,,54,,1.0170000000000001%,$35.7,,$0.6611111,$0.0,7,37.979%,2.63,$94.0
"Sep 07, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5591,,45,,0.8049999999999999%,$70.0,,$1.5555556000000001,$0.0,12,57.424%,1.74,$121.9
"Sep 07, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1296,,16,,1.2349999999999999%,$13.0,,$0.8125,$0.0,6,10.668999999999999%,9.37,$121.85
"Sep 07, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,22210,,83,,0.374%,$72.08,,$0.8684337,$0.0,10,38.3%,2.61,$188.2
"Sep 07, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,15062,,86,,0.571%,$89.25,,$1.0377907,$0.0,4,172.965%,0.58,$51.6
"Sep 08, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6955,,44,,0.633%,$68.56,,$1.5581818,$0.0,10,60.833999999999996%,1.64,$112.7
"Sep 08, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1936,,18,,0.9299999999999999%,$14.98,,$0.8322221999999999,$0.0,8,9.648%,10.37,$155.27
"Sep 08, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4429,,44,,0.993%,$21.88,,$0.49727269999999996,$0.0,8,18.96%,5.27,$115.4
