날짜,포트폴리오 이름,캠페인 유형,캠페인 이름,리테일러,국가,상태,통화,예산,타겟팅 유형,입찰 전략,광고 노출 수,작년 광고 노출 수,클릭수,작년 클릭 수,CTR(클릭률),지출,작년 지출,클릭당 비용(CPC),작년 클릭당 비용(CPC),7일 총 주문(건수),"총 판매 광고 비용(ACOS) ",총 광고 수익률(ROAS),"7일 총 판매 "
"Sep 08, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11775,,90,,0.764%,$91.7,,$1.0188889,$0.0,10,81.439%,1.23,$112.6
"Sep 08, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,20920,,75,,0.359%,$72.22,,$0.9629333,$0.0,10,37.246%,2.68,$193.9
"Sep 09, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4408,,47,,1.0659999999999998%,$21.04,,$0.4476596,$0.0,10,14.102%,7.09,$149.2
"Sep 09, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12116,,74,,0.611%,$79.44,,$1.0735135,$0.0,10,61.580999999999996%,1.62,$129.0
"Sep 09, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,22740,,71,,0.312%,$65.18,,$0.9180282,$0.0,7,49.267%,2.03,$132.3
"Sep 09, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1801,,20,,1.11%,$14.89,,$0.7445,$0.0,4,21.674%,4.61,$68.7
"Sep 09, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5275,,43,,0.815%,$66.28,,$1.5413953,$0.0,10,59.711999999999996%,1.67,$111.0
"Sep 10, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,8419,,44,,0.523%,$63.29,,$1.4384091,$0.0,9,71.033%,1.41,$89.1
"Sep 10, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,22401,,85,,0.379%,$72.99,,$0.8587059,$0.0,12,32.168%,3.11,$226.9
"Sep 10, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1616,,14,,0.8659999999999999%,$10.12,,$0.7228570999999999,$0.0,4,13.386000000000001%,7.47,$75.6
"Sep 10, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8744,,95,,1.086%,$92.92,,$0.9781053,$0.0,7,100.129%,1.0,$92.8
"Sep 10, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5778,,101,,1.748%,$37.29,,$0.3692079,$0.0,13,19.819%,5.05,$188.15
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10383,,50,,0.482%,$79.48,,$1.5896000000000001,$0.0,7,95.99%,1.04,$82.8
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1293,,21,,1.624%,$15.52,,$0.7390475999999999,$0.0,10,8.472%,11.8,$183.2
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5428,,115,,2.119%,$37.49,,$0.326,$0.0,4,79.597%,1.26,$47.1
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,28180,,90,,0.319%,$73.53,,$0.8170000000000001,$0.0,13,32.988%,3.03,$222.9
"Sep 11, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12382,,121,,0.9769999999999999%,$97.28,,$0.8039669,$0.0,6,145.411%,0.69,$66.9
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,6577,,132,,2.007%,$48.14,,$0.36469700000000005,$0.0,9,38.176%,2.62,$126.1
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,31525,,124,,0.393%,$114.09,,$0.9200806,$0.0,11,58.418000000000006%,1.71,$195.3
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1498,,18,,1.202%,$13.65,,$0.7583333,$0.0,3,24.074%,4.15,$56.7
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10649,,53,,0.498%,$83.01,,$1.5662264,$0.0,7,119.784%,0.83,$69.3
"Sep 12, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,8349,,109,,1.306%,$98.95,,$0.9077982,$0.0,17,45.348%,2.21,$218.2
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,11021,,149,,1.352%,$146.64,,$0.9841611,$0.0,6,219.193%,0.46,$66.9
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1297,,25,,1.928%,$23.3,,$0.932,$0.0,7,15.975%,6.26,$145.85
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,24808,,90,,0.363%,$91.76,,$1.0195556000000001,$0.0,9,57.476000000000006%,1.74,$159.65
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,5747,,78,,1.357%,$40.96,,$0.5251281999999999,$0.0,17,19.494%,5.13,$210.12
"Sep 13, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,10513,,73,,0.694%,$108.67,,$1.4886301,$0.0,14,72.062%,1.39,$150.8
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,26020,,97,,0.373%,$88.44,,$0.9117525999999999,$0.0,10,44.565%,2.24,$198.45
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4658,,57,,1.224%,$29.02,,$0.5091228,$0.0,11,17.875%,5.59,$162.35
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,9499,,62,,0.653%,$87.18,,$1.406129,$0.0,10,61.30799999999999%,1.63,$142.2
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1019,,7,,0.687%,$6.14,,$0.8771429000000001,$0.0,1,32.487%,3.08,$18.9
"Sep 14, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13131,,156,,1.188%,$140.12,,$0.8982051,$0.0,18,64.72099999999999%,1.55,$216.5
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,27984,,88,,0.314%,$93.06,,$1.0575,$0.0,3,164.127%,0.61,$56.7
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4969,,49,,0.9860000000000001%,$29.91,,$0.6104082,$0.0,3,62.312999999999995%,1.6,$48.0
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1789,,15,,0.8380000000000001%,$11.97,,$0.7979999999999999,$0.0,6,10.421999999999999%,9.59,$114.85
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,13638,,162,,1.188%,$151.8,,$0.937037,$0.0,20,50.39%,1.98,$301.25
"Sep 15, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,9054,,47,,0.519%,$68.07,,$1.4482979,$0.0,10,46.784%,2.14,$145.5
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_Branded_260713,Amazon,미국,ENABLED,USD,$44.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,2151,,40,,1.8599999999999999%,$22.59,,$0.56475,$0.0,4,47.658%,2.1,$47.4
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_Carrot_Brand/General_260901,Amazon,미국,ENABLED,USD,$34.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,1540,,13,,0.844%,$41.05,,$3.1576923,$0.0,1,217.196%,0.46,$18.9
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_KEYWORD_RICE_General_260713,Amazon,미국,ENABLED,USD,$96.0,수동 타겟팅,동적 입찰액 - 증액 및 감액,4488,,27,,0.602%,$60.0,,$2.2222222,$0.0,2,280.37399999999997%,0.36,$21.4
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_RICE_260713,Amazon,미국,ENABLED,USD,$165.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,5384,,105,,1.95%,$156.82,,$1.4935238000000002,$0.0,4,246.185%,0.41,$63.7
"Sep 16, 2026",2026_Portfolio,Sponsored Products,SP_AUTO_CARROT_260713,Amazon,미국,ENABLED,USD,$113.0,자동 타겟팅,동적 입찰액 - 증액 및 감액,12891,,70,,0.543%,$108.35,,$1.5478570999999999,$0.0,6,83.154%,1.2,$130.3
